-200	0
-199	0
-198	0
-197	0
-196	0
-195	0
-194	0
-193	0
-192	0
-191	0
-190	0
-189	0
-188	0
-187	0
-186	0
-185	0
-184	0
-183	0
-182	0
-181	0
-180	0
-179	0
-178	0
-177	0
-176	0
-175	0
-174	0
-173	0
-172	0
-171	0
-170	0
-169	0
-168	0
-167	0
-166	0
-165	0
-164	0
-163	0
-162	0
-161	1
-160	0
-159	0
-158	0
-157	0
-156	0
-155	0
-154	0
-153	0
-152	0
-151	0
-150	0
-149	0
-148	0
-147	0
-146	0
-145	0
-144	6
-143	2
-142	0
-141	0
-140	0
-139	0
-138	2
-137	0
-136	0
-135	0
-134	1
-133	1
-132	1
-131	2
-130	0
-129	2
-128	3
-127	2
-126	0
-125	1
-124	0
-123	3
-122	2
-121	1
-120	6
-119	2
-118	4
-117	2
-116	10
-115	3
-114	2
-113	2
-112	5
-111	0
-110	7
-109	7
-108	6
-107	12
-106	10
-105	7
-104	25
-103	24
-102	15
-101	26
-100	23
-99	30
-98	42
-97	32
-96	23
-95	44
-94	29
-93	46
-92	62
-91	30
-90	27
-89	42
-88	52
-87	56
-86	48
-85	60
-84	64
-83	63
-82	82
-81	80
-80	112
-79	97
-78	117
-77	94
-76	115
-75	120
-74	181
-73	128
-72	128
-71	168
-70	159
-69	191
-68	201
-67	160
-66	183
-65	246
-64	251
-63	194
-62	228
-61	261
-60	269
-59	258
-58	249
-57	323
-56	310
-55	324
-54	376
-53	407
-52	418
-51	417
-50	365
-49	458
-48	496
-47	447
-46	477
-45	491
-44	494
-43	525
-42	561
-41	581
-40	628
-39	579
-38	594
-37	675
-36	626
-35	615
-34	817
-33	711
-32	759
-31	752
-30	856
-29	708
-28	894
-27	812
-26	841
-25	900
-24	894
-23	998
-22	1030
-21	889
-20	877
-19	903
-18	1028
-17	991
-16	1123
-15	1136
-14	1127
-13	977
-12	1157
-11	1289
-10	1125
-9	1180
-8	1008
-7	1093
-6	1096
-5	1087
-4	1264
-3	1173
-2	1058
-1	1037
0	1114
1	1149
2	1137
3	1061
4	1112
5	1124
6	1274
7	1113
8	1199
9	1100
10	1125
11	998
12	1048
13	1043
14	1082
15	1085
16	910
17	911
18	1017
19	982
20	939
21	838
22	915
23	992
24	793
25	879
26	847
27	794
28	692
29	835
30	768
31	678
32	681
33	697
34	687
35	706
36	671
37	619
38	643
39	560
40	593
41	565
42	571
43	609
44	509
45	433
46	465
47	467
48	387
49	447
50	445
51	382
52	431
53	365
54	426
55	296
56	283
57	288
58	338
59	218
60	283
61	263
62	221
63	193
64	197
65	213
66	212
67	244
68	209
69	189
70	170
71	126
72	131
73	121
74	99
75	106
76	137
77	111
78	98
79	100
80	92
81	85
82	71
83	63
84	76
85	58
86	65
87	52
88	40
89	46
90	29
91	31
92	47
93	32
94	29
95	30
96	29
97	23
98	14
99	11
100	18
101	31
102	30
103	12
104	23
105	12
106	11
107	10
108	19
109	11
110	11
111	18
112	9
113	9
114	6
115	4
116	8
117	1
118	0
119	12
120	4
121	5
122	6
123	1
124	1
125	4
126	0
127	0
128	2
129	4
130	0
131	0
132	3
133	0
134	0
135	0
136	3
137	0
138	0
139	0
140	0
141	0
142	2
143	0
144	1
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
